,y_test,y_pred,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_n_days,avg_total_sum_clicks,year,semester,overall_total_clicks
27414,0,0,6,0,9,0,6,0,0,30,0,38,3.0326797385620914,2013,1,115.24183006535947
3957,0,1,1,0,10,0,4,0,0,60,0,22,2.0,2013,1,44.0
18843,1,1,4,1,5,1,6,0,0,60,0,20,3.3846153846153846,2014,1,67.6923076923077
27642,0,0,6,0,9,0,8,1,0,30,1,43,3.831730769230769,2013,1,164.76442307692307
9351,0,0,2,1,8,2,2,0,0,60,1,163,2.8766310794780545,2014,1,468.8908659549229
16150,0,0,3,1,8,0,4,0,0,60,0,90,1.856687898089172,2014,1,167.10191082802547
2414,1,1,1,0,3,0,1,0,0,180,1,8,2.21875,2013,1,17.75
7967,1,1,2,0,11,0,0,0,0,30,0,15,2.6625,2014,0,39.9375
10193,1,1,2,0,1,2,0,0,0,180,0,15,2.4727272727272727,2014,1,37.09090909090909
6506,0,0,1,0,5,0,2,1,0,60,0,28,6.122340425531915,2014,1,171.4255319148936
18377,1,0,4,1,4,0,7,0,0,30,0,83,3.5946601941747574,2014,0,298.3567961165049
14756,1,0,3,0,8,2,4,0,0,150,1,107,2.4839181286549707,2014,0,265.77923976608184
18602,0,0,4,1,1,2,2,0,0,30,0,89,3.068014705882353,2014,0,273.0533088235294
23133,0,0,5,1,8,2,2,0,0,90,0,77,3.2065727699530515,2013,1,246.90610328638496
18431,1,1,4,1,1,0,6,0,0,60,0,26,6.669724770642202,2014,0,173.41284403669727
4445,0,0,1,1,2,2,0,0,1,180,1,61,3.127027027027027,2014,0,190.74864864864864
9676,1,0,2,0,6,0,6,0,0,110,0,48,3.689054726368159,2014,1,177.07462686567163
24532,0,0,5,0,3,4,2,1,0,60,0,164,4.308837209302325,2014,0,706.6493023255814
16648,0,0,3,0,8,0,4,1,0,90,0,128,2.2700258397932815,2014,1,290.56330749354004
11975,1,1,3,1,12,0,9,0,0,90,0,23,2.7606837606837606,2013,0,63.495726495726494
22208,0,0,5,1,10,0,7,0,0,90,0,153,4.425196850393701,2013,1,677.0551181102362
16932,1,0,3,1,6,1,2,1,0,60,1,76,2.254180602006689,2014,1,171.31772575250835
10499,0,0,2,1,9,2,1,0,0,150,1,153,3.8863636363636362,2014,1,594.6136363636364
3696,0,0,1,0,10,2,1,0,0,60,0,50,4.225589225589226,2013,1,211.2794612794613
9603,1,1,2,0,11,0,7,1,0,30,0,30,3.518716577540107,2014,1,105.56149732620321
985,1,0,1,0,3,0,1,0,0,120,0,40,2.2818181818181817,2013,0,91.27272727272727
8461,0,0,2,1,12,0,0,0,0,60,1,98,5.940972222222222,2014,0,582.2152777777778
17333,1,1,4,1,8,0,1,0,0,30,0,1,13.3,2013,1,13.3
22243,1,0,5,1,12,2,4,1,0,60,0,68,6.305605786618445,2013,1,428.78119349005425
5986,1,0,1,0,0,2,5,1,0,60,0,70,4.261029411764706,2014,1,298.2720588235294
9256,1,1,2,1,1,2,2,0,0,60,0,12,4.772151898734177,2014,1,57.265822784810126
5682,0,0,1,0,2,0,8,0,1,60,0,34,2.7375,2014,1,93.07499999999999
18740,1,1,4,1,11,2,2,0,0,60,0,7,3.0,2014,1,21.0
24901,0,0,5,0,2,0,5,0,0,120,0,115,4.842185128983308,2014,1,556.8512898330805
27175,0,1,6,0,9,2,7,0,0,30,1,11,2.3835616438356166,2013,1,26.21917808219178
11063,1,1,2,1,3,0,4,0,0,60,0,12,2.032258064516129,2014,1,24.387096774193548
18429,0,0,4,1,3,0,4,0,0,30,0,85,4.699115044247788,2014,0,399.42477876106193
21614,0,0,5,0,8,2,9,0,0,120,0,233,3.6939890710382515,2013,1,860.6994535519126
12748,1,1,3,1,3,1,6,0,0,120,0,3,1.5238095238095237,2013,1,4.571428571428571
19633,0,0,4,1,6,0,6,0,0,90,0,73,3.5130718954248366,2014,1,256.4542483660131
20149,0,0,5,0,9,0,3,0,0,120,1,105,4.577464788732394,2013,0,480.6338028169014
22458,0,0,5,1,7,1,3,0,0,120,0,46,4.193251533742331,2013,1,192.88957055214723
24656,0,0,5,1,12,1,3,1,0,60,0,116,4.085365853658536,2014,0,473.9024390243902
8655,1,1,2,1,4,2,5,0,0,90,0,4,1.2857142857142858,2014,0,5.142857142857143
25330,1,0,5,1,3,2,2,0,0,60,0,79,4.618066561014263,2014,1,364.8272583201268
2760,1,0,1,0,0,2,9,1,0,180,0,161,3.5650644783118404,2013,1,573.9753810082063
8203,1,1,2,0,6,4,5,0,0,90,0,27,4.76878612716763,2014,0,128.757225433526
2952,0,0,1,1,4,2,1,0,0,60,0,59,2.297560975609756,2013,1,135.5560975609756
28710,1,0,6,0,9,0,3,1,0,30,0,22,2.9943181818181817,2014,1,65.875
16088,0,0,3,1,9,0,7,0,0,60,0,131,2.874570446735395,2014,1,376.56872852233676
20262,0,0,5,1,0,2,9,0,0,60,0,98,4.541871921182266,2013,0,445.1034482758621
6314,0,0,1,0,0,0,6,1,0,120,0,125,3.8306451612903225,2014,1,478.8306451612903
11108,0,0,2,1,1,0,6,1,0,180,0,51,1.937142857142857,2014,1,98.7942857142857
14192,0,0,3,0,0,0,3,0,0,180,0,77,2.34640522875817,2013,1,180.67320261437908
12076,0,0,3,0,5,0,0,0,0,75,0,43,2.682242990654206,2013,0,115.33644859813084
7589,0,0,2,0,7,0,7,1,0,90,0,172,3.1383720930232557,2014,0,539.8
27425,0,0,6,0,3,2,4,0,0,30,0,46,2.379032258064516,2013,1,109.43548387096774
13722,0,0,3,1,6,1,9,0,0,60,0,137,2.1708253358925145,2013,1,297.4030710172745
8684,0,0,2,1,7,2,1,0,0,60,0,144,8.225026288117771,2014,0,1184.403785488959
25041,1,1,5,1,11,2,4,0,0,60,0,1,2.0,2014,1,2.0
7419,1,1,2,1,6,1,9,1,0,60,0,20,2.880952380952381,2014,0,57.61904761904762
14886,0,1,3,1,0,0,4,0,0,60,0,27,2.726457399103139,2014,0,73.61434977578475
26935,0,1,6,0,8,2,8,0,0,30,0,13,2.66,2013,1,34.58
2831,0,0,1,0,6,1,5,0,0,60,0,37,2.9139072847682117,2013,1,107.81456953642383
11918,1,1,3,1,1,2,1,0,0,120,0,11,1.9272727272727272,2013,0,21.2
9735,1,1,2,1,6,2,7,0,0,30,0,6,1.6571428571428573,2014,1,9.942857142857143
10329,0,0,2,1,8,2,8,0,1,60,0,95,5.250580046403712,2014,1,498.8051044083527
1041,0,0,1,0,12,0,0,0,0,90,0,242,5.566128067025733,2013,0,1347.0029922202275
21592,1,0,5,1,3,2,3,0,1,90,1,66,4.984886649874055,2013,1,329.00251889168766
15723,1,1,3,1,11,2,1,0,1,60,0,3,3.1875,2014,1,9.5625
4674,0,1,1,0,12,1,6,0,0,60,0,14,5.393939393939394,2014,0,75.51515151515152
8669,1,0,2,0,8,0,3,0,0,60,0,49,3.644268774703557,2014,0,178.5691699604743
20183,1,1,5,1,12,2,2,0,1,180,0,58,2.797260273972603,2013,0,162.24109589041097
8571,1,1,2,1,6,2,0,0,0,60,0,25,4.020408163265306,2014,0,100.51020408163265
8804,0,0,2,1,0,1,8,1,0,60,0,81,3.411992263056093,2014,0,276.37137330754354
18255,0,0,4,1,12,2,5,1,0,60,0,55,4.252365930599369,2014,0,233.8801261829653
19152,0,0,4,1,3,0,3,0,0,60,0,55,3.303680981595092,2014,1,181.70245398773005
12336,1,1,3,1,5,2,4,0,0,60,0,29,2.5955882352941178,2013,0,75.27205882352942
7678,1,1,2,1,3,4,3,1,0,90,0,30,3.251968503937008,2014,0,97.55905511811024
17707,0,0,4,1,6,2,6,1,0,60,0,127,4.923551171393342,2013,1,625.2909987669544
20133,0,0,5,1,7,0,3,0,2,120,0,139,4.088652482269503,2013,0,568.3226950354609
18189,1,1,4,1,11,0,7,0,1,120,0,12,2.2444444444444445,2014,0,26.933333333333334
8086,1,1,2,1,6,1,8,0,0,60,0,11,3.4675324675324677,2014,0,38.142857142857146
22901,1,1,5,1,3,1,2,0,0,90,0,12,2.2181818181818183,2013,1,26.618181818181817
26197,1,1,5,1,10,2,7,0,0,120,0,38,4.736111111111111,2014,1,179.9722222222222
5164,0,0,1,0,6,0,6,0,0,60,0,62,3.785276073619632,2014,0,234.68711656441718
28939,0,0,6,1,5,2,3,0,0,30,1,78,3.490974729241877,2014,1,272.2960288808664
6801,1,1,1,0,12,0,4,0,0,60,0,7,1.1666666666666667,2014,1,8.166666666666668
1801,1,1,1,0,11,2,0,1,0,60,1,11,1.9230769230769231,2013,0,21.153846153846153
28744,0,0,6,1,12,2,6,1,0,30,0,66,2.7559322033898304,2014,1,181.8915254237288
9763,0,0,2,0,6,2,4,1,0,60,0,130,5.077937649880096,2014,1,660.1318944844124
1585,1,1,1,0,3,3,2,1,0,60,0,1,1.0,2013,0,1.0
5256,0,1,1,0,11,0,9,0,0,60,0,18,2.5434782608695654,2014,0,45.78260869565218
13597,1,0,3,1,6,0,1,0,0,90,0,60,2.630952380952381,2013,1,157.85714285714286
9046,0,0,2,1,0,1,9,0,0,60,0,54,3.4,2014,1,183.6
915,1,1,1,0,9,2,2,0,0,60,0,11,2.1016949152542375,2013,0,23.118644067796613
7559,0,0,2,1,0,2,5,0,0,60,0,85,4.2469437652811735,2014,0,360.99022004889974
11869,1,1,3,0,8,2,3,1,0,60,1,28,2.2564102564102564,2013,0,63.17948717948718
28284,1,1,6,1,7,2,3,1,0,90,0,17,2.6595744680851063,2014,0,45.212765957446805
26574,1,0,5,1,6,0,7,1,0,60,0,49,3.0106761565836297,2014,1,147.52313167259786
9122,1,0,2,1,6,1,9,0,0,90,0,87,3.7449856733524354,2014,1,325.8137535816619
22861,0,0,5,1,5,1,8,0,0,90,0,140,4.397567820392891,2013,1,615.6594948550047
28553,1,1,6,0,0,2,6,1,0,90,0,26,3.195876288659794,2014,1,83.09278350515464
24327,0,0,5,0,1,0,8,0,0,60,0,113,3.9853181076672106,2014,0,450.3409461663948
13291,0,0,3,1,5,0,7,0,0,120,0,130,1.719022687609075,2013,1,223.47294938917975
1117,1,1,1,0,5,1,5,1,1,120,0,24,4.0,2013,0,96.0
16306,1,1,3,0,0,0,8,0,0,120,0,36,2.0106382978723403,2014,1,72.38297872340425
15525,0,0,3,1,5,1,0,1,1,60,0,124,2.4633663366336633,2014,1,305.45742574257423
21056,0,0,5,1,2,0,7,0,0,60,0,113,5.273390036452005,2013,0,595.8930741190766
9613,1,0,2,1,8,0,9,0,0,30,0,47,4.340909090909091,2014,1,204.02272727272728
13907,1,1,3,1,8,2,8,0,0,60,1,12,2.523076923076923,2013,1,30.276923076923076
6478,0,1,1,1,8,0,4,0,0,90,1,17,2.0350877192982457,2014,1,34.59649122807018
18955,1,0,4,0,12,0,5,1,0,60,0,87,5.053304904051172,2014,1,439.637526652452
5302,0,1,1,0,10,0,3,0,0,60,0,17,2.3846153846153846,2014,0,40.53846153846154
22680,0,0,5,1,5,0,7,0,0,120,1,80,4.756929637526652,2013,1,380.5543710021322
5367,1,1,1,0,1,2,3,1,0,60,0,10,2.441860465116279,2014,0,24.418604651162788
11476,1,0,3,0,8,0,2,0,2,60,0,52,2.425925925925926,2013,0,126.14814814814815
23358,1,0,5,0,10,2,0,0,0,60,0,45,3.9655172413793105,2013,1,178.44827586206898
3119,0,0,1,0,12,0,1,0,0,60,0,71,1.8668941979522184,2013,1,132.5494880546075
7213,0,0,1,0,2,0,2,1,1,120,0,67,2.5695876288659796,2014,1,172.16237113402065
7092,0,1,1,0,2,0,3,0,0,60,0,19,2.9827586206896552,2014,1,56.67241379310345
26104,1,0,5,0,3,1,1,0,0,120,0,72,4.161879895561357,2014,1,299.6553524804177
3363,0,1,1,0,3,2,8,0,0,60,0,33,2.1655172413793102,2013,1,71.46206896551723
28795,1,1,6,1,3,0,1,0,0,30,0,1,3.4166666666666665,2014,1,3.4166666666666665
21508,1,0,5,1,8,2,3,0,0,60,0,95,5.067178502879079,2013,1,481.3819577735125
23485,1,1,5,1,5,0,2,0,0,90,0,12,1.5294117647058822,2014,0,18.352941176470587
473,0,0,0,0,0,1,5,0,0,60,0,74,2.4453551912568305,2014,1,180.95628415300547
3500,0,1,1,0,2,0,6,1,0,60,0,8,3.43859649122807,2013,1,27.50877192982456
9642,0,0,2,1,9,0,7,1,0,30,0,136,4.284226190476191,2014,1,582.6547619047619
17783,1,0,4,1,8,1,8,0,0,60,0,46,3.7552083333333335,2013,1,172.73958333333334
4644,1,1,1,0,8,2,4,0,1,120,1,7,2.1578947368421053,2014,0,15.105263157894736
4172,0,1,1,1,10,0,4,0,0,60,0,33,2.8766233766233764,2014,0,94.92857142857142
4045,0,0,1,1,6,1,6,1,0,90,0,41,2.335227272727273,2013,1,95.74431818181819
19988,0,0,5,1,2,0,5,1,0,60,0,228,4.029860228716646,2013,0,918.8081321473952
17465,0,0,4,1,8,0,9,0,0,120,1,51,3.937777777777778,2013,1,200.82666666666668
20577,0,0,5,1,2,0,5,0,0,60,0,77,4.2298850574712645,2013,0,325.7011494252874
23327,0,1,5,1,1,0,3,0,0,90,0,37,5.231660231660232,2013,1,193.57142857142858
18541,1,1,4,1,5,2,2,0,0,120,0,46,3.787709497206704,2014,0,174.23463687150837
14167,0,0,3,1,6,1,9,2,0,130,0,90,2.6786206896551725,2013,1,241.07586206896553
7729,1,0,2,0,3,4,2,1,0,60,0,49,3.636904761904762,2014,0,178.20833333333334
9085,1,1,2,0,5,1,3,1,0,90,0,29,3.7710843373493974,2014,1,109.36144578313252
20308,0,0,5,1,0,2,8,0,0,60,0,151,4.29014598540146,2013,0,647.8120437956204
13135,1,1,3,0,1,2,5,0,0,120,1,47,2.4602076124567476,2013,1,115.62975778546713
21557,1,0,5,1,0,2,5,0,1,90,1,66,4.869565217391305,2013,1,321.3913043478261
8796,1,1,2,1,1,0,3,0,0,120,0,9,2.361111111111111,2014,0,21.25
24978,0,0,5,1,7,0,5,0,0,180,0,76,3.935860058309038,2014,1,299.1253644314869
23274,0,0,5,0,9,0,1,0,0,60,0,118,4.585261353898886,2013,1,541.0608397600686
23898,1,0,5,1,12,2,1,0,0,120,0,54,4.773542600896861,2014,0,257.7713004484305
15479,0,0,3,1,10,1,5,1,0,60,0,199,2.853057199211045,2014,1,567.758382642998
14723,1,1,3,1,9,2,7,1,0,60,0,22,2.0786516853932584,2014,0,45.73033707865169
17589,0,0,4,1,7,2,9,1,0,60,0,88,5.015625,2013,1,441.375
27543,0,1,6,0,5,0,0,1,0,30,0,16,2.52,2013,1,40.32
28520,1,1,6,0,8,2,5,0,0,30,0,12,3.0238095238095237,2014,0,36.285714285714285
13714,0,0,3,0,7,0,4,0,0,60,0,97,2.566063977746871,2013,1,248.90820584144646
18697,1,1,4,1,6,0,6,0,0,90,0,35,2.5952380952380953,2014,1,90.83333333333334
11749,0,1,3,1,1,0,6,1,0,60,0,44,2.3714285714285714,2013,0,104.34285714285714
11660,1,1,3,0,5,0,0,0,1,120,0,7,1.875,2013,0,13.125
504,0,0,0,1,6,0,9,1,0,60,0,163,4.037069726390115,2014,1,658.0423654015888
18038,0,0,4,1,11,0,2,0,0,90,1,66,5.4496314496314495,2013,1,359.6756756756757
16901,1,1,3,1,12,1,5,0,0,60,0,8,2.6363636363636362,2014,1,21.09090909090909
27337,1,1,6,0,12,2,3,0,0,30,0,17,3.0,2013,1,51.0
28510,0,0,6,1,1,2,5,0,0,30,1,37,2.43609022556391,2014,0,90.13533834586467
396,0,0,0,1,3,2,8,1,0,60,0,127,3.2995658465991315,2014,1,419.0448625180897
11523,0,0,3,0,7,0,4,1,0,60,0,106,2.278781038374718,2013,0,241.5507900677201
25367,1,0,5,1,3,2,3,0,0,60,0,68,4.903353057199211,2014,1,333.42800788954634
18623,0,0,4,1,0,2,0,1,0,90,0,102,3.3208430913348947,2014,0,338.72599531615924
2811,0,0,1,0,5,2,0,0,0,60,0,130,3.8278805120910384,2013,1,497.624466571835
7538,1,1,2,0,7,2,8,0,0,60,0,2,1.6666666666666667,2014,0,3.3333333333333335
27688,1,0,6,0,12,0,2,1,0,30,0,21,2.5670103092783507,2013,1,53.907216494845365
3062,0,0,1,0,1,0,5,0,0,120,0,142,2.8879003558718863,2013,1,410.0818505338079
25280,1,0,5,1,2,0,6,0,1,60,0,81,4.297777777777778,2014,1,348.12
22666,1,1,5,1,5,2,1,1,0,90,1,2,1.5,2013,1,3.0
204,0,0,0,1,3,1,3,0,0,60,0,140,2.447731755424063,2013,1,342.6824457593688
12481,1,0,3,1,0,0,6,0,0,60,0,85,2.2357274401473295,2013,0,190.036832412523
20755,1,0,5,1,1,0,0,0,0,60,1,71,3.5700934579439254,2013,0,253.4766355140187
6894,1,1,1,0,6,0,0,0,0,60,1,3,1.5625,2014,1,4.6875
22067,0,0,5,1,0,0,2,0,0,120,0,179,3.3606710158434296,2013,1,601.5601118359739
20279,0,0,5,1,2,2,6,0,1,120,0,103,4.858712715855573,2013,0,500.447409733124
25074,1,1,5,1,6,2,1,0,0,150,1,8,2.098901098901099,2014,1,16.791208791208792
16447,0,0,3,0,5,0,5,1,0,60,0,77,3.2717219589257502,2014,1,251.92259083728277
21890,1,1,5,1,3,0,4,0,1,90,0,42,3.059090909090909,2013,1,128.48181818181817
6400,0,0,1,0,8,0,4,0,0,60,0,67,3.2852459016393443,2014,1,220.11147540983606
8438,1,1,2,1,7,2,5,1,0,60,0,7,3.5952380952380953,2014,0,25.166666666666668
17832,1,1,4,1,0,2,9,0,0,90,0,1,1.25,2013,1,1.25
28941,1,1,6,0,11,0,7,0,0,30,0,15,2.139784946236559,2014,1,32.096774193548384
4253,0,1,1,0,11,2,4,0,1,120,0,34,2.1455696202531644,2014,0,72.94936708860759
5626,0,0,1,0,11,0,4,0,2,60,1,42,4.193548387096774,2014,1,176.1290322580645
7889,0,0,2,1,6,0,1,0,0,120,0,98,2.0527950310559007,2014,0,201.17391304347825
26727,1,1,5,0,9,2,7,0,1,90,0,4,1.0,2014,1,4.0
23696,0,0,5,0,10,0,4,0,0,60,1,85,6.401847575057737,2014,0,544.1570438799076
7498,1,1,2,1,6,1,9,0,0,150,0,1,1.0,2014,0,1.0
6784,0,0,1,0,10,2,2,0,0,60,0,82,3.840855106888361,2014,1,314.9501187648456
10175,0,0,2,1,6,1,3,0,0,90,0,81,3.545801526717557,2014,1,287.20992366412213
7463,0,0,2,1,8,0,9,0,0,30,0,149,3.767195767195767,2014,0,561.3121693121693
4932,1,1,1,0,0,2,7,0,0,60,0,5,2.3666666666666667,2014,0,11.833333333333334
15841,1,1,3,1,5,2,0,0,0,180,0,19,2.176470588235294,2014,1,41.35294117647059
7872,0,1,2,1,5,0,0,0,0,120,0,43,3.3443396226415096,2014,0,143.80660377358492
26161,1,1,5,1,1,2,5,0,0,60,0,3,3.4074074074074074,2014,1,10.222222222222221
24645,0,1,5,1,3,0,4,1,0,120,0,36,3.8252032520325203,2014,0,137.70731707317074
19288,0,0,4,1,3,1,4,0,0,120,0,136,3.602981029810298,2014,1,490.0054200542005
13979,0,0,3,0,3,1,2,0,0,60,0,151,2.569478908188586,2013,1,387.9913151364765
4661,0,1,1,0,9,0,8,1,0,60,0,21,2.8507462686567164,2014,0,59.865671641791046
18294,1,1,4,1,0,2,4,0,1,90,0,33,4.798319327731092,2014,0,158.34453781512605
25318,0,0,5,1,7,2,1,0,1,150,0,143,5.602941176470588,2014,1,801.220588235294
788,1,0,1,0,6,2,0,1,0,70,0,45,2.4878048780487805,2013,0,111.95121951219512
13880,0,0,3,1,8,2,9,1,0,60,0,88,3.396778916544656,2013,1,298.9165446559297
28003,0,0,6,0,0,0,5,0,0,30,0,32,3.2666666666666666,2014,0,104.53333333333333
4913,0,1,1,1,1,2,2,1,0,60,1,40,3.6262626262626263,2014,0,145.05050505050505
862,0,0,1,0,2,2,8,1,2,60,0,56,2.2313624678663238,2013,0,124.95629820051413
511,1,0,0,1,3,1,6,0,0,60,0,51,2.1603053435114505,2014,1,110.17557251908397
9475,1,1,2,1,6,2,0,0,0,120,0,8,2.297872340425532,2014,1,18.382978723404257
11635,0,0,3,0,8,0,5,0,0,60,0,103,1.9832285115303983,2013,0,204.27253668763103
4572,0,0,1,0,0,0,8,1,0,60,0,102,3.561926605504587,2014,0,363.3165137614679
15646,0,0,3,0,4,0,3,0,0,60,0,109,3.351219512195122,2014,1,365.28292682926826
17713,1,1,4,1,6,2,1,0,0,30,0,39,4.194871794871795,2013,1,163.6
28572,0,0,6,0,7,2,2,1,0,30,0,61,3.6392961876832843,2014,1,221.99706744868035
19607,1,1,4,1,6,0,0,0,0,30,1,14,2.925373134328358,2014,1,40.95522388059702
26314,0,0,5,1,8,0,9,0,0,60,0,162,4.404732254047323,2014,1,713.5666251556663
28808,0,0,6,1,3,2,1,1,0,30,0,24,4.462025316455696,2014,1,107.0886075949367
28138,0,0,6,0,12,2,3,1,0,30,1,193,4.2184412733260155,2014,0,814.159165751921
20749,1,1,5,1,10,0,7,0,0,60,0,7,2.372549019607843,2013,0,16.607843137254903
3166,1,1,1,0,0,3,3,0,0,60,0,2,1.7,2013,1,3.4
28096,0,1,6,0,5,2,0,0,0,60,1,20,2.805084745762712,2014,0,56.10169491525424
563,0,0,0,1,0,0,3,0,0,120,0,145,4.0519480519480515,2014,1,587.5324675324674
2021,0,1,1,0,7,0,5,0,0,120,0,26,2.8967741935483873,2013,0,75.31612903225808
21222,1,1,5,1,10,0,5,0,0,60,0,15,3.708955223880597,2013,0,55.63432835820896
7851,0,0,2,1,8,2,4,0,0,60,0,110,3.364653243847875,2014,0,370.11185682326624
25612,1,1,5,1,0,0,6,0,0,60,1,6,3.341463414634146,2014,1,20.048780487804876
86,1,1,0,1,0,0,4,0,0,90,1,32,2.8461538461538463,2013,1,91.07692307692308
976,1,1,1,0,2,0,8,0,1,105,0,10,4.741935483870968,2013,0,47.41935483870968
14512,1,1,3,1,9,2,3,0,1,60,1,3,1.7777777777777777,2014,0,5.333333333333333
17040,0,0,3,1,1,1,1,0,1,60,0,128,1.8973277074542898,2014,1,242.8579465541491
5627,0,0,1,1,6,0,7,0,0,120,0,71,3.108614232209738,2014,1,220.7116104868914
21883,0,0,5,1,8,0,3,0,0,60,0,72,5.364667747163695,2013,1,386.25607779578604
14119,1,0,3,0,0,0,3,1,0,90,0,205,2.6013878180416343,2013,1,533.284502698535
18276,1,1,4,1,0,2,3,0,0,60,0,1,1.5,2014,0,1.5
21143,1,1,5,1,8,2,1,1,0,60,0,25,3.2126436781609193,2013,0,80.31609195402298
12407,1,1,3,1,9,0,4,0,1,120,0,15,1.6585365853658536,2013,0,24.878048780487802
16828,1,1,3,0,6,1,5,1,0,120,0,25,2.0873015873015874,2014,1,52.182539682539684
23830,1,1,5,1,12,2,3,0,0,180,0,12,3.2873563218390807,2014,0,39.44827586206897
7770,1,1,2,1,8,3,5,0,0,60,0,4,1.7,2014,0,6.8
9690,1,1,2,1,0,1,9,0,0,30,0,39,3.414473684210526,2014,1,133.16447368421052
27224,0,0,6,0,7,0,1,0,0,30,0,48,3.1040723981900453,2013,1,148.99547511312218
9622,0,0,2,1,12,0,6,1,0,60,0,127,2.778125,2014,1,352.82187500000003
20037,0,0,5,1,9,2,3,0,1,180,0,72,4.923809523809524,2013,0,354.51428571428573
6688,0,0,1,0,6,0,4,0,0,120,0,62,4.449664429530201,2014,1,275.87919463087246
28684,1,1,6,0,9,2,7,0,0,30,0,10,2.8035714285714284,2014,1,28.035714285714285
28791,1,1,6,0,9,0,1,0,0,30,0,12,2.0240963855421685,2014,1,24.28915662650602
16876,1,0,3,1,0,2,8,0,0,60,0,118,2.2926356589147288,2014,1,270.531007751938
2996,1,1,1,0,6,1,2,1,0,60,0,30,2.088888888888889,2013,1,62.66666666666667
23560,1,0,5,1,0,0,9,0,0,120,0,97,5.201889020070838,2014,0,504.5832349468713
24474,0,0,5,1,1,2,0,0,0,60,0,100,3.3231017770597737,2014,0,332.31017770597737
17155,0,0,4,1,3,2,1,0,0,60,0,106,4.9338235294117645,2013,1,522.9852941176471
4329,0,0,1,0,5,0,4,0,0,120,0,33,1.9702970297029703,2014,0,65.01980198019803
23836,1,1,5,1,1,0,2,0,0,120,0,12,2.212121212121212,2014,0,26.545454545454543
182,0,0,0,1,12,0,9,0,0,120,0,91,1.9963235294117647,2013,1,181.66544117647058
25648,0,0,5,1,8,2,3,0,0,120,0,116,4.742043551088777,2014,1,550.0770519262982
26897,0,0,6,0,1,2,2,0,0,30,0,21,3.5822784810126582,2013,1,75.22784810126582
9704,1,0,2,1,5,0,4,0,0,60,0,45,2.495798319327731,2014,1,112.3109243697479
8245,1,1,2,1,6,0,8,0,0,90,0,23,2.625,2014,0,60.375
18979,0,0,4,1,8,0,5,0,1,90,0,107,3.6083333333333334,2014,1,386.0916666666667
19282,0,0,4,0,6,1,6,0,0,120,0,47,4.0504587155963305,2014,1,190.37155963302754
7350,0,0,1,0,11,2,8,1,0,120,0,133,4.0,2014,1,532.0
23338,1,1,5,1,8,1,6,0,0,120,0,26,3.1526315789473682,2013,1,81.96842105263157
28955,1,1,6,0,7,0,2,0,0,30,0,2,4.0,2014,1,8.0
1075,1,1,1,0,10,2,1,0,0,60,0,16,2.9655172413793105,2013,0,47.44827586206897
7775,0,0,2,1,8,0,7,0,0,90,0,81,2.83710407239819,2014,0,229.8054298642534
17168,1,1,4,1,0,2,4,0,0,60,0,14,3.225806451612903,2013,1,45.16129032258064
3820,0,0,1,0,4,0,7,0,0,120,0,61,3.069832402234637,2013,1,187.25977653631287
20696,1,1,5,1,10,2,8,1,0,60,0,23,3.1274900398406373,2013,0,71.93227091633466
16750,1,1,3,1,11,0,2,0,0,120,1,13,1.711111111111111,2014,1,22.244444444444444
4980,1,1,1,0,5,2,1,0,0,60,0,21,2.0,2014,0,42.0
13230,0,0,3,1,0,0,7,0,0,120,0,110,2.3375,2013,1,257.125
591,0,0,0,0,6,1,9,0,0,60,0,68,4.44,2014,1,301.92
6650,0,0,1,1,11,0,9,1,0,120,0,75,3.5016501650165015,2014,1,262.6237623762376
3947,1,1,1,0,2,0,0,0,0,120,1,25,2.5,2013,1,62.5
12518,1,1,3,1,0,0,0,0,0,60,0,16,2.125,2013,0,34.0
28289,1,1,6,0,8,2,8,0,0,30,0,1,1.4,2014,0,1.4
1715,0,0,1,0,1,0,4,0,0,60,0,110,2.3812709030100336,2013,0,261.9397993311037
5381,0,0,1,0,3,0,1,0,1,120,0,43,2.492063492063492,2014,0,107.15873015873017
5121,0,1,1,0,7,0,8,0,0,60,0,16,1.9827586206896552,2014,0,31.724137931034484
21022,0,0,5,1,1,0,6,0,0,90,0,44,4.822888283378747,2013,0,212.20708446866487
28579,1,1,6,0,3,4,1,1,0,30,0,11,2.7945205479452055,2014,1,30.73972602739726
2048,0,0,1,0,5,2,8,1,0,60,0,116,3.0417582417582416,2013,0,352.84395604395604
4369,0,1,1,0,3,3,6,0,0,180,0,15,1.8837209302325582,2014,0,28.25581395348837
9270,1,1,2,1,4,0,1,0,0,120,0,3,2.7333333333333334,2014,1,8.2
12871,1,0,3,1,0,0,9,0,0,60,0,63,3.0551181102362204,2013,1,192.4724409448819
25853,1,0,5,1,12,0,3,1,0,60,0,75,4.245065789473684,2014,1,318.3799342105263
14851,0,0,3,1,1,2,8,0,0,120,0,212,2.293090356871678,2014,0,486.1351556567957
8742,1,1,2,0,11,0,4,0,0,90,0,3,2.12,2014,0,6.36
27235,0,0,6,0,7,2,3,0,0,30,0,25,3.676470588235294,2013,1,91.91176470588235
20627,0,0,5,1,6,1,1,0,0,60,0,244,5.236463331048664,2013,0,1277.697052775874
18339,0,0,4,1,1,2,2,1,0,30,1,153,4.385964912280702,2014,0,671.0526315789474
